id,date_creation,nbtweets,nbsuiveurs,nbamis,profil
49703,08/04/2014 23:05,552,33,63,La mort ne prévient pas  quand elle s'infiltre; elle n'envoie pas de sms quand elle s'invite.
32251,27/12/2012 17:14,27364,1266,1051,Pas l'temps pour les Regrets; Jvis ô Jour le Jour ! Snap: leabencini1 ?? #TeamMatrixé #TeamItalia MAXX MA VIE ??
10778,21/02/2010 11:18,3086,7933,343,31 ans de littérature
34560,18/02/2013 18:52,496,16,239,Il ne suffit pas de se mettre une plume dans le cul pour ressembler a un coq.
48374,12/02/2014 10:02,58,15,160,Complètement Faaaaan de Chimène
39600,04/07/2013 12:54,45,7,252,LA PUTE LA PLUS PUTE QUE LES JOUEURS PRO PUISSENT CROISER SUR LEUR CHEMIN... LA PASS DÉCISIVE. #Football #Banc de touche et #3èmemitemps
33778,01/02/2013 23:19,5705,99,302,"geek lillois; aime la sf et les nouvelles technologies entre autres ,o)"
13173,01/08/2010 18:53,1396,368,722,PhD; Cambridge University | 'History I conquered rather than studied. I spurned what was of no use to me and seized upon conclusion that pleased me' - Napoleon
41449,01/09/2013 06:06,4233,137,101,• Texas Texas Texas Texas. • IG yonasnielsen • • 18 y.old •
9363,05/11/2009 12:14,24875,5739,970,I am my own worst bot. Associate prof @TelecomPTech. Researcher @EHESS_fr. Latest book 'Against the Hypothesis of the End of Privacy' http://www.springer.com/social+sciences/book/978-3-319-02455-4.
50518,07/06/2014 07:56,81,1,11,Hétéroclite. Non; ceci n'est pas une insulte...
14901,02/12/2010 08:49,125,53,147,chess is my life
43449,20/09/2013 20:41,7170,157,104,Francitalia Athlétisme lolalatughdu92
4743,02/03/2009 16:04,38,15,23,Chef d'entreprise en management des systèmes d'information.
13062,25/07/2010 09:27,756,35,108,Soy una mujer que cree que si estoy en este planeta es para ser feliz. Esa  es mi unica meta; respetando ciertos valores y principios.
35666,16/03/2013 11:24,1032,410,410,Alexis; 16ans; Reims. J'aime le foot; la moto; tout. J'perd pas mon temps j'profite de ma vie.
44148,09/10/2013 10:29,1759,82,255,25 years ago our leader Qasimlo (Ghassemlou) was killed with two other Kurds. Still no justice for these deaths.
39856,12/07/2013 13:30,1864,99,94,I'd rather be hated for who I am than loved for who I'm not.
35970,24/03/2013 06:15,1372,372,380,Bersekolah di SMAN 2 Situbondo Pernah belajar di SMP NEGERI 1 PANJI Tinggal di Kabupaten Situbondo
3239,23/11/2007 14:56,1621,73,71,= I do like =Photos; Videos Games; Software Development; Blog Admin; Snowboard; Eating Food; Scuba-Diving and MUCH OF LOLZ
49201,18/03/2014 19:09,1212,51,81,????? ?????? ? ????????
49787,05/05/2014 18:40,361,22,39,You are my bitches
7711,23/07/2009 13:32,800,120,235,Mère; enamorada de la vida y sopratutto da mia figlia. Amante del arte; las lenguas romance; el diseño y la fotografía.
34161,10/02/2013 20:41,1882,67,202,Je SucKK les Spongueurs
23679,23/04/2012 00:11,158,103,239,M2 communication et multimédia en alternance @UPEC --- Chargé com interne #erdf #grdf--- Intérêt pr #nouvellestechnologies; #communication; #sport
11421,07/04/2010 08:27,3003,213,945,I'm french & tunisian man.LAW student - 24 years old. Welcome !!
31893,17/12/2012 10:19,869,122,253,Sustainable development; energy; green business; digital; robotics; transport; self-driving cars; privacy; IP. Patent attorney.
19694,09/10/2011 20:13,4613,890,1735,Prepaid advice on international marriage and multicultural relationships; parenting; multilingualism; cooking; mulitfaith; pregnancy; health!
9630,26/11/2009 11:05,5092,112,82,Fans; friends and artists must meet... Which one are you? Which one is me?
30798,14/11/2012 21:31,1109,87,245,Ju my love ?? C3E - La théorie de l'ilôt - Les zoulous?? Lycée Condorcet - Paris IXeme - Paris XXeme - Montreuil
24749,19/06/2012 09:13,20183,76,179,Follow and See !
15970,20/02/2011 15:28,2687,178,286,EFL Teacher & Constant Photographer. | Edtech & Digital Media Literacy | IRLife -above all :o) ~ Transmettre; photographier; et...relisez le début !
17928,21/06/2011 15:12,120,105,182,Photographe;
48677,02/03/2014 22:17,16,5,78,Donneur de leçons
21151,26/12/2011 20:35,2127,408,608,Rihanna Navy ? Belieber ? PSG ? SELEÇAÔ ? REAL MADRID
13019,22/07/2010 13:24,13183,212,237,???????????????????????
21476,11/01/2012 15:56,32331,387,483,"Loves the Lord,loves the G-d of Abraham;Isaac and Jacob,loves Israel,loves all things Canadian, Defender of Israel,and hoping to make good friends."
23672,22/04/2012 13:42,1781,93,131,Je dis pas grand chose; je lis chez les gens et je  FF peu
5014,18/03/2009 20:15,1816,501,1999,Frenchie living in London working in #SCM; #merchandising & #CatMan for #JDASoftware; enjoying football; tennis; and running marathons. My tweets are my own.
4131,30/10/2008 10:49,26,35,58,Job : Marketing & Intelligence Economique - Fun : Videogames & LARP
14187,11/10/2010 13:53,11935,1347,1255,XXIV.IX.XIII ? GALATASARAY !
35790,19/03/2013 16:50,157,356,1,Fiscale de la football.
33188,18/01/2013 16:54,8147,724,278,Twitter FAN pour suivre toute l'actualité d'@Ahmed_Sylla et son prochain spectacle (en ecriture) #GoalOfTheDead #AliceNevers #ONDAR #TeamASylla
51123,09/07/2014 13:00,173,38,38,Citoyen-acteur sur notre planète Terre
52267,14/08/2014 14:38,200,41,310,Soy mas que un bigote y un genocida.. tambien tengo un porongon. HUMOR NEGRO DEL BUENO. si me seguis; mato un judio en tu honor
23203,27/03/2012 16:31,1961,82,194,centre technique : applications industrielles des technologies jet fluide pour les opérations de découpe; decapage; traitement; usinage; décontamination; etc
5284,31/03/2009 17:55,2565,630,325,i get soccer punched all the time 'cause i always have a smile on my face; so take this :|
21169,27/12/2011 17:21,2947,78,104,Freak par excellence. 10452.
6899,16/06/2009 11:06,2568,1032,1790,Pet shipping and animal transport services
46566,01/11/2013 12:44,3131,125,244,91 boss ALAC
29927,21/10/2012 16:08,457,1368,41,Compte Officiel. Christelle Chollet Le Nouveau Spectacle actuellement en tournée http://www.christellechollet.com
3278,30/11/2007 16:04,21055,42850,5043,Monsanto is an agricultural company using innovation to help farmers feed people. Tweets by the Online Team.
26509,18/07/2012 09:38,6485,176,177,Lilou .20 ans .Elancourt . profitons de la vie ; de tt facon nous n'en sortirons pas vivant  B. Marley
17324,17/05/2011 06:51,676,698,306,Suivez toute l'actualité d'Eram. Il faudrait être fou pour dépenser plus. Service clients: 09 69 39 01 43
29239,30/09/2012 15:44,45,11,14,Mélissa ; ma vida ?Neila mon manque au quotidien
52531,02/09/2014 15:58,1786,440,348,#TeamLeila #TeamAymeric #TeamAymeila  ???
7146,26/06/2009 13:41,450,49,406,#CR7 #realmarid #VideoGame ; #NBA;  #Football; #SNSD; #New-technologie; #SouthKorea;#Tvshow;
49387,11/04/2014 20:01,276,506,285,blogeur people tv réalités #GossipTvFrance http://instagram.com/gossip_officielle … https://www.facebook.com/pages/Gossip_tv/688772871159383
11488,11/04/2010 23:36,4487,88,214,It is true we have won all our wars; but we have paid for them. We don't want victories anymore. Golda Meir.
19610,03/10/2011 21:27,160,40,41,ARTISTE PEINTRE
11734,27/04/2010 12:57,251,171,322,Journaliste à l'agence de presse belge Belga. Mes tweets professionnels sont estampillés #BELGA
37869,16/05/2013 21:10,2465,68,32,Animateur du blog lavoixducitoyen@overblog.com; pour défendre le citoyen du prêt-à-penser et se réapproprier l'actualité
17489,26/05/2011 22:33,7183,150,446,abogado; escritor; metroviviente; viajero; políglota; volteriano
9474,13/11/2009 18:31,15220,868,796,Global citizen who helps create and share powerful brand stories.
32879,11/01/2013 21:44,682,26,38,Fake French; true Dominican.
9538,18/11/2009 23:05,81934,226,447,Colaborador en @Pokemex. Fotógrafo de @NSMGamers y @AnifestMX - Visual novels; JRPG(Tales of…); RPGs (Pokémon.) and some Rhythm & Puzzle Games too. ??????
14436,27/10/2010 06:37,1309,345,234,PhD candidate Museum Studies; Leicester -Egyptian Antiquities Intern at Musée du Louvre; Paris - Egyptologist (UCL history) - Director @thetagallery
49316,07/04/2014 14:08,5,8,52,Internet par http://Cafeisme.com
16066,27/02/2011 00:57,58,12,31,Distributrice ENERGETIX Bingen voir www.energetix.tv bijoux magnétiques recherche distributrices(eurs) pour vente par réseau de distributeurs: mlaignel@free.fr
23841,01/05/2012 18:01,4982,181,90,IG : Noemie_mrx
10974,06/03/2010 12:26,309,101,112,Artiste peintre et correspondant local de presse pour Le Pays Malouin.
47776,14/01/2014 23:15,7212,790,2003,para divertirme en castellano; catalán; inglés; francés.
27281,08/08/2012 02:38,21741,2169,1813,????? ????? ????? ???????? ?????????? ?? ????? https://www.facebook.com/syriancamps : newscamps@gmail.com : news.camps
20875,13/12/2011 12:35,852,788,878,"Diputada de CiU al Congres dels Diputats. Portaveu Comissio Industria; Energia i Turisme i de R+d+i, Portaveu Adjunta Economia. Catalunya; el meu pais."
32687,07/01/2013 14:44,23,19,77,Coordinator at the Assembly of European Regions. All views are my own.
39961,15/07/2013 21:44,26,12,96,Ce compte twitter n'est pas actif pour le moment.
9727,04/12/2009 19:31,244,144,195,Journaliste argentin. Master Euromédias. Radio France International
41616,05/09/2013 13:29,10,12,91,Commissaire de Course au Mans
31482,05/12/2012 14:54,2386,152,324,?????? ?????? .. ???? ???? ???????
22881,13/03/2012 18:16,21898,281,334,No more description; #TeamOM #TeamLFC #TeamBelgium #TeamGermany #TeamFrance #TSD #TeamTSD
49682,07/04/2014 22:08,220,40,340,Looking forward to sharing  Issues; Ideas; Comments; Suggestions           Politics and Community events affecting citizens in South Florida and our Nation.
49331,08/04/2014 12:25,8,15,71,On the Road Journaliste Reporter d'Images; Metz
46450,26/10/2013 22:14,278,265,1596,Pour voir qu'il fait noir; on n'a pas besoin d'être une lumière
23336,03/04/2012 18:12,470,1536,1937,Business developer /Webmarketer : #entrepreneuriat; #webmarketing; #communitymanagement | #compol #devéco | #numérique CEO at @SuperHerosDuWeb  SMM @Voxypop_
51004,03/07/2014 10:10,954,120,654,Infographiste multimédia; passionné par l'image; les nouvelles techno; le web; la photo; les geekeries...
37714,12/05/2013 05:42,80,31,245,Universelles Rénovations : entreprise de bâtiment à Toulouse; Montauban spécialisée dans l'agrandissement de maison; rénovation; piscines en dur et l'isolation
47052,25/11/2013 11:24,688,83,181,Lily & Pierre () : une carribéenne et un portugais parcourent (????) le monde entier. Allez; on se suit ?? ?
19765,14/10/2011 09:19,3098,66,62,Que devient le rêveur quand le rêve est fini ? Il continue à rêver. Éternelle enfant; je vis de rêve.
12698,30/06/2010 10:04,788,183,139,telecom; media; broadband; broadcast; fiber. These thoughts are my own.
34709,21/02/2013 13:20,283,182,316,Consultante indépendante #Patronage/#Sponsorship/#Fundraising/#Philanthropy #Art&#Culture Unicorns&Shoes Oscar du #mécénat culturel 2012 (@Admical)
24270,24/05/2012 10:43,847,49,99,Si il faut changer la couroie de distribution le garage momo gaugau & geogeo sont la !!! Team wv
49303,06/04/2014 18:20,1403,102,192,Florian SwayyZ P. | Player PC | Community Manager & Editor in Chief for #AneViaFamily |
10289,17/01/2010 18:29,15042,469,645,Avid cyclist. Philanthropist. Francophile. Women's soccer. Tennis. Formula One. See ya at the USOpen & USGP 2014
47381,26/12/2013 15:26,26,2,36,Lycéenne mais plus pour longtemps.
31661,10/12/2012 20:34,81439,345,93,@MarineLorphelin | Apple | Bose | Free | Sony | Formule 1 | Hardwell | James Blunt | The Fratellis | Beautiful Buttery Scrolling
53140,21/09/2014 09:56,399,47,270,bonjour a tous. j'aime la musique; le cinéma; et la littérature.
49856,09/05/2014 17:44,390,84,60,antirelous; collectif humaniste pour l'égalité et le respect entre les Hommes et les Femmes. Contre le harcèlement de rue.
17787,13/06/2011 10:49,42953,1351,816,“adventure you want? adventure you'll get.” ?s e l e n a?
6791,10/06/2009 13:51,9595,5762,1178,SEO Specialist
17264,13/05/2011 15:11,1269,435,525,journaliste tout sur l écran émission de laurent ruquier sur france 2
12649,26/06/2010 22:25,685,193,581,Lover/Caregiver/Storyteller without borders. Writes about climate; energy and communities via @tcktcktck.
21506,13/01/2012 00:42,5243,472,316,I'm working for the french television channel Nolife. Also working as a freelance translator for japanese anime dubbing in French. ??????????
37567,07/05/2013 21:36,13517,864,1415,#follow me ! # Algerien et toi?# Jmc la foli J.M.C #teamlacrim #teamRohff #teamjmc Si cest pas MOi c ki?
36461,05/04/2013 15:05,2708,107,309,Cabinet de Conseils et Organisme de Contrôle et de Certification: Organisation Management Qualité Sécurité Audit Formation Community Management
42928,09/09/2013 09:30,2551,156,151,Podcast de Bricolage et Bidouillage sans prise de tête avec un peu de Pomme dedans.
4873,11/03/2009 09:59,21,11909,2446,Talking about Internet of things; internet of everything; startup; crowdfunding; tv-production; cooking. #iot #ioe #startup #crowdfunding #cooking #bbq #wine
31878,16/12/2012 22:10,23954,564,104,a?k geliyorum demez; ama gidiyorum der.
24020,11/05/2012 08:51,84,36,143,Social Medias Enthusiast; Movie & Tv show Binge Eater
47298,21/12/2013 21:46,1117,61,62,BARCA & itti
17830,15/06/2011 17:31,439,246,415,Journaliste Le Parisien Val d'Oise Mes tweets n'engagent que moi...
3906,27/06/2008 18:54,5437,466,367,On Design. Qualitative Research. And noble work.
24188,19/05/2012 17:49,12912,256,253,"#Corsica 2o'12-13-14 ? & #LeVieuxPort 2o13-14 ? , #TeamInterne CLMLM ? , Snap: alexanegh , Insta: alexane_gh , Fb: Alexane Garcia"
29071,25/09/2012 08:39,1357,81,90,Be yourself
38908,13/06/2013 16:17,1862,43,62,Salut! je suis Gentil; j'ai 15 ans; et J'ai aussi mangé une pomme. #TeamApple #TeamNike #TeamTWD #TeamFerrari
31552,07/12/2012 17:37,12734,410,148,#TeamJudo #TeamPSG http://ask.fm/JulieShDg Insta & Snap : juliesepthuit
10869,27/02/2010 18:57,387,82,290,Militant Communiste à la @MJCFCambrai. Etudiant en Histoire à Lille 3 et grand fan de lecture.
49780,12/04/2014 05:31,832,66,22,prends la vie comme elle vient
10627,10/02/2010 05:06,7687,11449,154,Réseau alternatif haïtien d'information du Groupe Medialternatif - Beaucoup plus que l'actualite! Attention particuliere pour les mouvements sociaux
19112,31/08/2011 04:27,46208,656,596,badly craving for taylor swift; couture; coldplay; arctic monkeys; and a lot of other stuffs. x.
11065,12/03/2010 18:12,30326,521,531,Policy Thinker;Human Rights Lawyer Int`l Law;Int`l Criminal Law;Transnt`l Org Crime;Intl Human Rights London/Paris/Brussels/Berlin/Geneva/Luxembourg/Abu Dhabi
24239,22/05/2012 14:08,47763,1438,1466;. You Only Have One Life .. Live It ..
48223,03/02/2014 13:10,409,274,159,@OpenSociety European Policy Institute works to ensure that open society values are at the heart of EU action and policy – inside and outside EU borders.
23663,22/04/2012 00:39,19941,604,59,#TeamChelseaPSG #TeamCharo / Snap : djams78 / Qui ta dit de regarder ma bio toi ?
9876,17/12/2009 21:22,4484,1666,1991,#Money #Business #Finance #Economic News @123_Money
22989,18/03/2012 13:30,26,11,183,http://www.casagroove.com est un site de mise en relation musiciens; achat/vente d'instruments; recherche de musiciens ou de groupe.....
10137,07/01/2010 19:30,7481,407,512,?? ????? ????? ??? ???? ?????
12566,21/06/2010 06:56,24811,631,998,?. Fitness enthusiast; LGBT advocate; global citizen; honest free spirit; human rights advocate. Student in int'l affairs; science; business. Entrepreneur.  Hi!
7485,12/07/2009 05:03,641,227,662,Journaliste @rockyrama - ex @LCI - @MYTF1News.fr - ex @Le_Parisien - @RezoAnciensipj - Mes tweets n'engagent que ceux qui les lisent.
40051,18/07/2013 18:56,4118,612,1506,Paris ? Zlatan ? Fan de foot
11076,13/03/2010 13:50,3683,46,145,Esther Kang/ Fashion Design / ?? ??? ???; ???? / ???; english; français
13527,25/08/2010 21:25,23478,417,259,#TeamAlgerienKabyle #TeamAMG on n'a peur de Dieu ils ont peur de l'avion Terminal S snap : Amine_Bls Insta : BlsAmine LDM - Ligue de Defense Musulmane
3997,25/08/2008 07:44,19913,7305,850,#UI #UX #DirectionArtistique at http://www.jonathan-menet.fr; partage de connaissances sur http://blog.jonathan-menet.fr
16085,28/02/2011 10:18,2183,454,1343,L'info d'abord!
41577,04/09/2013 12:34,33,157,132,Co Président de Groupe Open; Acteur de la Transformation Digitale; ex Président du Tours FC; #économienumérique #innovation #startup #football
20091,02/11/2011 19:37,2591,117,302,Baptiste Cazaux; jeune danseur; Biarritz
10512,01/02/2010 18:56,6869,173,703,Apasionado del fútbol y la natación. Amante de las letras cuando están bien escritas; fan de StephanieRice; enamorado de Ely Guerra...
23254,30/03/2012 09:03,32476,1219,1963,??? ??? ?????????.. ????? ???????? ..?????? ??????? ??????? ???? ???? ?????? ??????...... ???? ???? ??? ???
35649,15/03/2013 22:47,3371,103,183,#Eminem #Football #TPMP #TWD
28798,17/09/2012 15:42,1359,64,74,#feminist ally #LGBT #genderqueer #bipolar #asperger #demiplatonic #CAMAB
37999,20/05/2013 14:26,60130,526,506,21 ans. Etudiante. Chandler Bing au féminin. Cinéphile et sérievore. Fangirl de haut niveau. Parle couramment le What the cut. Championne en danse de l'épaule.
17201,09/05/2011 20:54,4268,134,158,Aujourd'hui; il y a tellement de politiques sur les réseaux... Que je suis pas sûr qu'ils soient encore sociaux !
38860,12/06/2013 10:31,2875,204,418,LinkedIn  http://urlz.fr/sWp  / FB  http://urlz.fr/sWo / CV  http://urlz.fr/sWm
53041,16/09/2014 16:01,201,41,106,Se “Le donne sono fatte per essere amate; non per essere capite” (Oscar Wilde); perché qualcuno continua a fare inutili domande?
15542,22/01/2011 15:51,91,5,74,mecanicien auto supporter aviron bayonnais car d origine basque et du stade toulousain
6884,15/06/2009 17:50,15143,1515,1640,Brand Manager & UEFA Liaison at RSC Anderlecht / Lecturer / Passion 4 intl politics; design; art; tech; economy & @MissAiesj. Liberal. Opinions are my own.
46406,26/10/2013 01:07,1768,904,1556,? Vegan; Wine Connoisseur; Psychologist; Amateur Astronomer; Traveler & follower of World Affairs!
47510,01/01/2014 23:35,14287,502,386,#$killa Xo
33811,02/02/2013 19:00,367,23,79,Développeur C++ amateur.
11418,07/04/2010 03:33,43093,174,369,????????
12461,13/06/2010 17:20,10676,287,418,Du droit (pénal); mais pas que! Amie des bêtes / actu / bouffe / trucs girly / rire de tout. J'aime à peu près tout le monde! #TeamJuriste #CRFPA ?
15667,31/01/2011 18:36,280,42,58,Vie locale de Caveirac; citoyenneté.
7557,15/07/2009 19:29,15022,344,380,De tout; de rien. Je cherche un emploi dans les relations internationales à partir d'octobre à #Bordeaux. #Europe
11638,21/04/2010 08:43,8732,410,350,Working to promote human dignity and advance open society values
29686,15/10/2012 00:58,39322,424,390,#Handballeuse #TeamPSGHandball #Paris    #MadaGwada #Brazil
48206,02/02/2014 14:10,2324,109,92,Les religions enseignent; la science apprend.  Qui lutte pour son Indépendance est grand.  Qui se la refuse est méprisable.
34647,20/02/2013 10:39,934,284,672,Infosys fournit à ses clients des services de conseil métier; d'ingénierie et d'externalisation informatique; qui les aident à bâtir l'entreprise de demain.
33836,03/02/2013 11:12,4646,101,147,Je joue sur xbox one; généralemnt sur Fifa 14 et Titanfall; Gamertag: GoWaR-N5 Snapchat : gowar-n7 Supporter de Paris
22214,15/02/2012 20:23,20191,906,776,??| cinco meses??|pkmn|bizzle|Disiz;Orel;Booba;Guiz|Shakira
15715,03/02/2011 20:46,1122,188,552,Ne nous prenons pas au serieux; il n'y aura aucun survivant ! Désormais; je vis VRAI... #communication #identitevisuelle #electro
27868,23/08/2012 19:33,211,66,113,http://www.facebook.com/ASMFree
19340,15/09/2011 15:38,1994,113,360,Love #tatouage #photo #dessins #instagram chimereevil
3971,07/08/2008 18:14,322,37,321,L’art est un langage privilégié … Nous savons que la culture est une ressource précieuse... Une fenêtre ouverte sur le monde.
24996,02/07/2012 16:07,98,60,567,Supporter du Standard de Liège depuis la saison 2000-2001                                                    /  Un club à l'étranger ?  Liverpool FC
7128,25/06/2009 22:56,1978,342,408,Reporter; Auteur & Réalisateur de (web)documentaires. @SudRadio - @ARTE_Radio - (et cie). Radio; expériences sonores; histoires humaines et Ovalie.
15881,14/02/2011 18:01,1831,273,611,Former PA/PR Consultant at APCO Worldwide in Brussels currently in Lisbon. Interests:#Communications #PR #EU #Politics #Travel #Sports #F1
34773,22/02/2013 16:35,777,17,100,Martin Fourcade ?? Fc Bayern München ??Xherdan Shaqiri ?? Germany
50372,09/05/2014 16:07,282,465,2002,Bienvenue sur le twitter Nous Citoyens Sud Est  pour les #européennes2014 avec @NousCitoyens!
16494,25/03/2011 18:00,37301,2755,784,Lorsqu'on m'a connu autrefois; j'étais un gars loyal; honnête et droit...
24200,20/05/2012 11:00,20239,338,142,j'aime trop les chats
12368,07/06/2010 10:54,5842,1430,1617,Papà; Avvocato; Cons. Reg. Lombardia(Lega Nord).Vice Pres. comm. regionale antimafia. Malato di Juve. Inguaribile amante della liberta' e della verita'.Da Maleo
27701,19/08/2012 10:22,11136,151,59,Gros con un jour; ... gros con toujours !! Qui m'aime me suive ...ou pas !! De droite; ...pour toujours !!
10948,04/03/2010 20:38,307,59,105,??? ????; ??? ????; ????? ??????
48524,20/02/2014 14:05,146,8,21,Je te torturerai avec amour et ça me donnera des idées.
12698,30/06/2010 10:03,103,6,118,On dit merci qui ?! Merci le pleutre.
34559,18/02/2013 18:30,4513,183,149,Ma femme ??
51441,14/07/2014 18:52,118,75,48,Nouveau streamer #GRTV !
33541,27/01/2013 13:05,7725,86,189,"La famille et les ami(e)s passent avant tout; le reste; on s'en fou ! ,p  ?? ??v?.? Snapchat: mariegaelle26 #TeamOM #TeamRealMadrid"
6852,13/06/2009 19:53,45931,786,756,In the real world I have to appear to have my act together. Twitter is where I let my stupid out. 30+13.1's; 4 26.2's. IRC#4
23121,23/03/2012 16:34,16992,653,2001,treatment of heel spur and sport injuries just with 5 session
17358,19/05/2011 07:31,825,348,20,altijd bezig met beleggingen en beleggingen.
29076,25/09/2012 12:07,176,26,0,Page officielle Twitter du SCM
9925,22/12/2009 01:23,90372,1820,1998,65yo English male aiming to be a literate; insightful  polymathic wordsmith with added integrity; wit; dyspraxia and dyslexia - Re-tweets are not endorsements
22540,28/02/2012 22:46,35463,607,495,Khmer & Ghana. Helene et Manon :*
50231,02/05/2014 11:35,1091,715,1795,aller follow @17004900 et je vous follow     retrouver moi aussi sur instagram : benjamiintalboot et snapchat :bentalbot104
10808,23/02/2010 16:50,149,8,43,Documentaliste; droit; économie; et finances publiques dans une administation.
15298,04/01/2011 17:41,13973,336,269,La vie; c'est ce qui arrive quand vous prévoyez autre chose. ? ZumbaGirl; community manager etc...(?)
27352,09/08/2012 23:09,1230,69,85,Ils me voyaient perdant et c'st pour ça que je gagne Disiz.   #BacS2012 #PrepaHEC #...? #APDS M.3
9425,10/11/2009 01:54,162130,18375,17825,¡Contra la injusticia y la impunidad! Ni perdón ni olvido” #PATRIAGRANDE  «La música quita del alma el polvo de la vida diaria»
24921,28/06/2012 13:40,3305,1845,313,Le parti des démocrates sociaux. Président @jclagarde. L'un des partis fondateurs de @UDI_off  #UDI #centreuni
5353,03/04/2009 21:03,839,72,262,IT Consultant; full-time webtrotter; part-time gamer; music lover and worldwide traveller
37285,29/04/2013 18:34,9056,437,257,Nev?r give up what you really w?nt to do. wh?re there is love; passion and inspiration; nothing can hinder your pl?ns. ? ? Follow me. :3 !
6845,13/06/2009 09:05,307,307,122,No stress allowed
23448,10/04/2012 02:41,76074,392,429,???????(@hikuroku)??(*´?`*)?                            ??????????!!?????????                                       ????????
24203,20/05/2012 15:59,19914,158,252,???????????????Bot?????? ??????????
17901,19/06/2011 23:05,48321,2595,227,Si tu lis ma bio; je te paye un cookie.
10276,16/01/2010 21:33,6463,558,1772,Je suis le roi du désirable et je suis là indéshabillable. Observez-moi.
30287,31/10/2012 17:32,12047,1430,1708,Moitié française; moitié italienne ?  DÉTERMIMÉE + le coquelico est dans ma bio oue bébé choux! D.C.C.R.M.S.K.C.A.T.L.J.G.U
11382,04/04/2010 17:37,586,74,2002,Emelecista hasta la muerte
15464,16/01/2011 22:30,17764,4144,694,Product Designer @FollowAnalytics // #UX #UI #IxD #FrontDev #HipHop
19099,30/08/2011 08:34,178,214,244,militante écolo; ex parkiste; @ENSTAParisTech
24020,11/05/2012 08:54,1180,11,9,???????????? ???????? ?????????-?????????? ???????? ?? ?????? - ???????? ??????????
22314,20/02/2012 13:59,1083,83,111,Impossible n'est pas Français
17667,06/06/2011 17:01,1660,140,354,De l'audace; encore de l'audace et toujours de l'audace...  Président des Métiers de la salle du Loiret. Comptes Perso n'engageant que moi...
35762,18/03/2013 22:44,93,7,277,Suivez l'actu des coureurs cyclistes sur les réseaux sociaux et le web #cycling #twitter
23146,24/03/2012 22:12,23159,524,176,#SatelliteFlight:TheJourneyToMotherMoon #ManOnTheMoonIII #WZRD #LECTER
49066,23/03/2014 18:08,103,30,101,CSU Language Learning Center (LLC) located in Arnold 215 on main campus. It's open to all language students & language alumni of CSU.
12772,05/07/2010 16:44,1,13,39,n'aime surtout pas l'ennui
20923,15/12/2011 20:54,8047,2015,2009,La seule chose qui permet au mal de triompher est l'inaction des hommes de bien. Edmund Burke (1729-1797)
23605,18/04/2012 20:05,1851,54,481,Grüne Frankfurt a. M.; Gallus; Netzpolitik; Datenschutz. Retweets & Favorites werden nicht zwingend befürwortet.
6158,05/05/2009 13:04,1073,85,269,Consultant Infrastructure EPM/BI
37727,12/05/2013 15:04,584,236,823,N°1 Hip Hop Africain; Afro Pop; Rap Benin; Hip Hop; Musique Urbaine Africaine; Actu People; Afropop;Celebrites Africaines. Divertissement Gankpô !
6380,17/05/2009 17:58,207,57,726,IT & Management Consulting; Business Developer
11234,25/03/2010 03:50,21098,221,201,Simplemente disfrutando la vida al máximo
28211,01/09/2012 11:01,16896,335,233,j'vis en marge;plus ça va plus j'me détache LUCIELUCIELUCIELUCIE
37053,22/04/2013 19:40,1337,2304,2295,Pro Europe; pro capitalisme; pro famille. Pour la baisse du nombre de fonctionnaires. Contre l'élargissement de l'Europe et l'immigration extra européenne #UMP
9663,29/11/2009 10:21,2212,181,547,Etudiant en Ecole d'Ingénierie; pro-#Federer. Je sais faire des playlists sympa..
33456,25/01/2013 13:12,1532,300,1057,Songwriter
52830,29/09/2014 08:31,190,10,44,Humeurs en chef; le chef à ses humeurs...
10704,15/02/2010 22:24,8195,778,1335,Sr. digital producer at @wlwt. @ohiou @scrippsjschool grad; former English teacher in France. Tweeting Cincinnati news & weather. Tweets are my own. EN/FR
36726,13/04/2013 09:19,6654,811,900,????President of the Association of refugees ?????? ?? ????? ??? ??? ?? ?????? (?? ???? ????? ???????#442)
21895,31/01/2012 10:05,870,27,110,????? ????? ????? ?????? ?????? ????? ??????? -  ???? ???? ????? ???? ??????? ???? ?????
10886,28/02/2010 22:26,8831,359,292,Vivre est ce qu'il y a de plus rare au monde. Le plupart des gens existent; voilà tout. Oscar Wilde.
33355,22/01/2013 20:36,4191,345,364,A; snap : jamiiiq
26853,27/07/2012 23:34,13104,276,214,On controle la zone.      #TeamLacrim
47039,24/11/2013 15:45,13185,243,188,Jeune rappeur belge ; l'un des pilier du label 7Pillars Records - 17ans . Contactez moi si vous avez besoin d'une chanson ou plusieurs #R&B ou #Zouk  #YOOUNGB
30724,12/11/2012 16:29,12774,667,533,If you dont find me in jannah...then please ask about me | ????? ???
48742,06/03/2014 19:00,7355,138,181,GENERATION ARRACHEUR DE QUESA
29208,29/09/2012 15:58,150,233,503,Journaliste / @AFP et anciennement @franceculture / En master @ipjdauphine / Passée par la super licence pro @UnivParis8
19696,09/10/2011 21:28,41742,1516,1934,Athanasios is an assist. professor at University of Athens (GR) and visiting professor at Complutense University (E) / Mineralogy; Geochemistry; Nanogeoscience.
48778,08/03/2014 20:49,8,0,7,My wife of me says stuff. I tweet'em for best or worst.
